TTOO,CREATED_SUNDAY,CREATED_SUNDAY_CANCEL_1_HOUR,CREATED_SUNDAY_CANCEL_24_HOUR,CREATED_MONDAY,CREATED_MONDAY_CANCEL_1_HOUR,CREATED_MONDAY_CANCEL_24_HOUR,CREATED_TUESDAY,CREATED_TUEDAY_CANCEL_1_HOUR,CREATED_TUSDAY_CANCEL_24_HOUR,CREATED_WEDNESDAY,CREATED_WEDNES_CANCEL_1_HOUR,CREATED_WEDNES_CANCEL_24_HOUR,CREATED_THURSDAY,CREATED_THURSDAY_CANCEL_1_HOUR,CREATED_THURS_CANCEL_24_HOUR,CREATED_FRIDAY,CREATED_FRIDAY_CANCEL_1_HOUR,CREATED_FRIDAY_CANCEL_24_HOUR,CREATED_SATURDAY,CREATED_SATURDAY_CANCEL_1_HOUR,CREATED_SATUR_CANCEL_24_HOUR
50994,1,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,0,1,0,0
51047,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51061,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0
51063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51151,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,4,0,0
51154,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0
51163,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,1,0,0,0,0,0
51166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51178,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,1,0,0,0,0,0
51210,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,3,0,0
51219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51230,0,0,0,7,0,0,8,0,0,5,0,0,2,0,0,1,0,0,2,0,0
51235,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51281,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0
51283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51285,2,0,0,6,0,0,3,0,0,8,0,1,10,0,1,10,0,0,3,0,0
51291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51292,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,3,0,0,0,0,0
51300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51302,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
51305,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0
51335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51354,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51396,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51417,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,6,1,1,0,0,0
51421,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51449,0,0,0,14,0,1,15,1,2,21,0,1,14,0,2,21,2,2,5,0,0
51508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51523,4,0,0,83,4,6,70,8,11,102,4,14,104,3,6,139,2,4,11,1,1
51556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
51571,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51575,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
51584,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0
51586,0,0,0,2,0,0,1,0,0,1,1,1,1,0,0,3,0,0,0,0,0
51596,0,0,0,2,0,0,8,1,1,4,0,0,1,0,0,2,1,1,7,1,1
51611,0,0,0,3,0,0,2,0,0,6,1,1,4,0,0,13,2,2,0,0,0
51620,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0
51621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
51623,0,0,0,3,2,2,1,1,1,0,0,0,4,2,2,2,0,0,3,0,0
51637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51659,0,0,0,7,0,0,8,0,0,11,3,3,11,0,0,14,0,0,6,0,0
51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
51669,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51670,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0
51671,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0
51673,0,0,0,21,1,2,16,0,0,24,1,2,8,0,0,14,0,0,26,0,0
51683,0,0,0,3,0,0,3,0,0,2,0,0,6,0,0,0,0,0,0,0,0
51693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51696,0,0,0,12,0,0,14,0,0,15,0,0,5,0,0,8,0,0,0,0,0
51706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51734,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51753,0,0,0,0,0,0,4,1,1,3,1,2,2,0,0,3,1,1,3,0,1
51778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51779,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
51802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51814,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
51825,0,0,0,2,0,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0
51845,0,0,0,2,0,0,2,0,0,5,1,1,0,0,0,3,0,0,0,0,0
51873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51888,36,2,2,36,11,11,43,6,8,21,0,1,34,11,11,30,8,8,34,8,8
51891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51933,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51957,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51960,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51984,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
51986,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
51988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52001,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52016,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52017,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0
52048,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52164,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
52264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52306,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52353,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
52370,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0
52386,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52429,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
52434,1,0,0,7,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52435,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0
52443,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52458,0,0,0,2,0,2,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0
52461,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52523,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
52528,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,6,3,3,0,0,0
52553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52554,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0
52575,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
52614,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
52652,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
52658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52667,13,0,0,71,1,2,82,2,7,102,10,10,67,1,1,114,6,8,43,0,0
52682,6,2,2,2,0,0,5,3,3,1,0,0,3,0,0,2,0,0,0,0,0
52686,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
52691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52730,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52741,1,0,0,6,0,0,3,0,0,9,0,0,3,0,0,10,1,1,4,0,0
52743,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52782,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52784,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52802,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,3,0,0,1,0,0
52804,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52812,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52825,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
52828,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52830,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52864,4,0,0,0,0,0,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0
52881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52887,0,0,0,6,0,0,5,0,0,8,0,0,15,0,0,12,0,0,0,0,0
52892,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,3,3
52919,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0
52935,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
52950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
52957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,2,2
52960,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52964,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
52971,2,1,1,8,7,7,0,0,0,1,0,0,3,1,1,1,0,0,4,4,4
52978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52981,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53015,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0
53027,2,1,1,0,0,0,3,0,2,2,0,0,2,0,0,2,2,2,1,1,1
53037,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53055,5,0,0,5,0,0,16,0,0,2,0,0,4,0,0,5,0,0,3,0,0
53062,0,0,0,2,0,0,5,0,0,6,0,0,8,0,0,2,0,0,1,0,0
53076,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53079,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
53088,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53132,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
53144,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
53145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53156,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53166,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
53184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
53205,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53206,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,2,2,2,1,1,1
53226,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53256,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53261,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0
53266,59,0,0,44,0,0,44,0,0,66,0,0,61,2,2,42,1,1,44,0,0
53278,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
53280,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53281,0,0,0,5,0,0,5,1,1,10,1,1,5,0,1,9,1,1,0,0,0
53282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53289,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,5,0,0
53314,11,0,0,7,0,0,15,0,0,13,0,0,18,0,0,15,0,0,3,0,0
53343,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53361,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,3,2,3
53400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53403,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,1,1,1,0,0
53404,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0
53408,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53417,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1
53435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53437,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0
53457,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
53482,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53483,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53504,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0
53512,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
53522,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
53524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53528,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
53538,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,3,0,0,0,0,0
53554,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,5,0,0,1,0,0
53563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0
53624,0,0,0,20,9,10,76,31,44,17,6,11,12,4,5,11,6,6,2,2,2
53688,10,0,1,14,2,2,11,0,0,13,0,1,25,5,5,4,0,0,7,2,2
53700,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
53716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53799,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0
53801,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53823,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
53827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53833,5,0,0,1,0,0,6,1,1,4,0,0,2,0,0,4,0,0,4,0,0
53852,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,2,2,2
53874,61,0,0,60,0,2,54,1,1,64,0,4,85,2,5,65,3,3,42,1,1
53894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53903,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
53915,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
53918,0,0,0,9,0,0,23,0,0,4,0,0,10,1,3,6,0,1,3,0,0
53932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53946,0,0,0,6,0,0,2,0,0,4,1,1,4,0,0,3,0,0,0,0,0
53951,0,0,0,1,0,0,7,1,1,2,0,0,4,0,0,2,1,1,2,0,0
53969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
54063,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54064,0,0,0,5,0,1,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0
54066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54067,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54090,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
54093,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
54117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54178,1,0,0,2,0,0,6,2,2,5,0,0,1,0,0,1,0,0,6,1,1
54245,5,0,0,35,0,5,24,0,0,37,0,1,24,1,1,36,2,4,35,3,3
54277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
54287,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
54290,0,0,0,21,0,1,7,0,0,5,2,2,7,1,1,13,0,0,6,0,0
54302,1,0,0,3,1,1,2,0,0,4,1,1,4,0,0,3,0,0,4,0,0
54304,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54323,3,0,0,2,0,0,7,0,0,3,0,0,1,0,0,0,0,0,1,0,0
54340,0,0,0,5,0,0,5,1,1,2,0,0,2,0,0,0,0,0,4,1,1
54346,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
54347,17,0,1,34,3,3,38,6,7,46,13,13,29,3,3,28,1,1,43,6,6
54357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54358,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54390,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
54408,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
54446,2,0,0,4,2,2,6,0,0,6,0,0,1,0,0,8,0,0,0,0,0
54453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54474,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
54567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
54572,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0
54629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54647,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,2,0,0
54681,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54728,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0
54729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
54742,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
54745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
54749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
54799,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54820,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
54821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
54828,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0
54853,0,0,0,0,0,0,8,0,0,4,0,0,4,1,1,2,0,0,7,0,0
54912,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0
54917,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
54919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54990,1,0,0,1,0,0,1,0,0,3,0,0,7,2,2,4,0,0,1,0,0
54991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55003,12,0,1,13,0,2,11,0,0,14,0,0,8,1,1,8,1,1,6,1,4
55011,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
55032,0,0,0,0,0,0,6,0,0,2,1,1,4,0,0,1,1,1,2,0,0
55034,2,0,0,2,0,0,7,0,2,7,0,0,1,0,0,2,0,0,1,0,0
55044,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55046,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0
55077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55092,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
55138,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55163,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
55170,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
55200,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
55205,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
55207,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,10,0,0,7,1,1
55226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55227,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
55269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55271,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55276,0,0,0,4,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0
55314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55325,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55327,0,0,0,0,0,0,4,0,0,5,0,0,11,0,0,4,0,0,0,0,0
55331,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0
55334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55348,0,0,0,7,0,0,2,0,0,2,0,0,8,0,0,3,0,0,0,0,0
55349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55353,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,1,0,0,7,0,0
55367,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0
55424,0,0,0,5,4,4,3,2,2,3,3,3,0,0,0,3,0,0,0,0,0
55431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
